dummy_case_field,ICD-9-CM Code,ICD-9-CM Code No Dec,ICD-9-CM Short Description,ICD-9-CM Long Description,AHRQ CCS Single Level Diagnosis Category Code,AHRQ CCS Single Level Diagnosis Category Name,Ursa Serial ID
,V65.42,V6542,Counslng sbstn use abuse,Counseling on substance use and abuse,661,Substance-related disorders,14275
,V65.43,V6543,Counseling injry prevent,Counseling on injury prevention,255,Administrative/social admission,14276
,V65.44,V6544,Hiv counseling,Human immunodeficiency virus (HIV) counseling,255,Administrative/social admission,14277
,V65.45,V6545,Consln ot sex trnsmt dis,Counseling on other sexually transmitted diseases,255,Administrative/social admission,14278
,V65.46,V6546,Insulin pump training,Encounter for insulin pump training,49,Diabetes mellitus without complication,14279
,V65.49,V6549,Other specfd counseling,Other specified counseling,255,Administrative/social admission,14280
,V65.5,V655,Persn w feared complaint,Person with feared complaint in whom no diagnosis was made,255,Administrative/social admission,14281
,V65.8,V658,Reason for consult NEC,Other reasons for seeking consultation,255,Administrative/social admission,14282
,V65.9,V659,Reason for consult NOS,Unspecified reason for consultation,255,Administrative/social admission,14283
,V66.0,V660,Surgical convalescence,Convalescence following surgery,257,Other aftercare,14284
,V66.1,V661,Radiotherapy convalescen,Convalescence following radiotherapy,45,Maintenance chemotherapy; radiotherapy,14285
,V66.2,V662,Chemotherapy convalescen,Convalescence following chemotherapy,45,Maintenance chemotherapy; radiotherapy,14286
,V66.3,V663,Mental dis convalescence,Convalescence following psychotherapy and other treatment for mental disorder,663,Screening and history of mental health and substance abuse codes,14287
,V66.4,V664,Fracture treatmnt conval,Convalescence following treatment of fracture,231,Other fractures,14288
,V66.5,V665,Convalescence NEC,Convalescence following other treatment,257,Other aftercare,14289
,V66.6,V666,Comb treatment convales,Convalescence following combined treatment,257,Other aftercare,14290
,V66.7,V667,Encountr palliative care,Encounter for palliative care,257,Other aftercare,14291
,V66.9,V669,Convalescence NOS,Unspecified convalescence,257,Other aftercare,14292
,V67.00,V6700,Follow-up surgery NOS,"Follow-up examination, following surgery, unspecified",257,Other aftercare,14293
,V67.01,V6701,Follow-up vag pap smear,"Following surgery, follow-up vaginal pap smear",257,Other aftercare,14294
,V67.09,V6709,Follow-up surgery NEC,"Follow-up examination, following other surgery",257,Other aftercare,14295
,V67.1,V671,Radiotherapy follow-up,"Follow-up examination, following radiotherapy",45,Maintenance chemotherapy; radiotherapy,14296
,V67.2,V672,Chemotherapy follow-up,"Follow-up examination, following chemotherapy",45,Maintenance chemotherapy; radiotherapy,14297
,V67.3,V673,Psychiatric follow-up,"Follow-up examination, following psychotherapy and other treatment for mental disorder",670,Miscellaneous mental health disorders,14298
,V67.4,V674,FU exam treatd healed fx,"Follow-up examination, following treatment of healed fracture",231,Other fractures,14299
,V67.51,V6751,High-risk rx NEC exam,"Follow-up examination, following completed treatment with high-risk medication, not elsewhere classified",257,Other aftercare,14300
,V67.59,V6759,Follow-up exam NEC,Other follow-up examination,257,Other aftercare,14301
,V67.6,V676,Comb treatment follow-up,"Follow-up examination, following combined treatment",257,Other aftercare,14302
,V67.9,V679,Follow-up exam NOS,Unspecified follow-up examination,257,Other aftercare,14303
,V68.01,V6801,Disability examination,Disability examination,256,Medical examination/evaluation,14304
,V68.09,V6809,Issue of med certif NEC,Other issue of medical certificates,256,Medical examination/evaluation,14305
,V68.1,V681,Issue repeat prescript,Issue of repeat prescriptions,255,Administrative/social admission,14306
,V68.2,V682,Request expert evidence,Request for expert evidence,255,Administrative/social admission,14307
,V68.81,V6881,Referral-no exam/treat,Referral of patient without examination or treatment,255,Administrative/social admission,14308
,V68.89,V6889,Administrtve encount NEC,Encounters for other specified administrative purpose,255,Administrative/social admission,14309
,V68.9,V689,Administrtve encount NOS,Encounters for unspecified administrative purpose,255,Administrative/social admission,14310
,V69.0,V690,Lack of physical exercse,Lack of physical exercise,259,Residual codes; unclassified,14311
,V69.1,V691,Inapprt diet eat habits,Inappropriate diet and eating habits,259,Residual codes; unclassified,14312
,V69.2,V692,High-risk sexual behavr,High-risk sexual behavior,259,Residual codes; unclassified,14313
,V69.3,V693,Gambling and betting,Gambling and betting,259,Residual codes; unclassified,14314
,V69.4,V694,Lack of adequate sleep,Lack of adequate sleep,259,Residual codes; unclassified,14315
,V69.5,V695,Behav insomnia-childhood,Behavioral insomnia of childhood,259,Residual codes; unclassified,14316
,V69.8,V698,Oth prblms rltd lfstyle,Other problems related to lifestyle,259,Residual codes; unclassified,14317
,V69.9,V699,Prblm rltd lfstyle NOS,Unspecified problem related to lifestyle,259,Residual codes; unclassified,14318
,V70.0,V700,Routine medical exam,Routine general medical examination at a health care facility,256,Medical examination/evaluation,14319
,V70.1,V701,Psych exam-authority req,"General psychiatric examination, requested by the authority",663,Screening and history of mental health and substance abuse codes,14320
,V70.2,V702,Gen psychiatric exam NEC,"General psychiatric examination, other and unspecified",663,Screening and history of mental health and substance abuse codes,14321
,V70.3,V703,Med exam NEC-admin purp,Other general medical examination for administrative purposes,256,Medical examination/evaluation,14322
,V70.4,V704,Exam-medicolegal reasons,Examination for medicolegal reasons,256,Medical examination/evaluation,14323
,V70.5,V705,Health exam-group survey,Health examination of defined subpopulations,256,Medical examination/evaluation,14324
,V70.6,V706,Health exam-pop survey,Health examination in population surveys,256,Medical examination/evaluation,14325
,V70.7,V707,Exam-clincal trial,Examination of participant in clinical trial,256,Medical examination/evaluation,14326
,V70.8,V708,General medical exam NEC,Other specified general medical examinations,256,Medical examination/evaluation,14327
,V70.9,V709,General medical exam NOS,Unspecified general medical examination,256,Medical examination/evaluation,14328
,V71.01,V7101,Obsv-adult antisoc behav,Observation for adult antisocial behavior,663,Screening and history of mental health and substance abuse codes,14329
,V71.02,V7102,Obsv-adolesc antisoc beh,Observation for childhood or adolescent antisocial behavior,663,Screening and history of mental health and substance abuse codes,14330
,V71.09,V7109,Observ-mental cond NEC,Observation for other suspected mental condition,663,Screening and history of mental health and substance abuse codes,14331
,V71.1,V711,Obsv-suspct mal neoplasm,Observation for suspected malignant neoplasm,41,Cancer; other and unspecified primary,14332
,V71.2,V712,Observ-suspect TB,Observation for suspected tuberculosis,10,Immunizations and screening for infectious disease,14333
,V71.3,V713,Observ-work accident,Observation following accident at work,244,Other injuries and conditions due to external causes,14334
,V71.4,V714,Observ-accident NEC,Observation following other accident,244,Other injuries and conditions due to external causes,14335
,V71.5,V715,Observ following rape,Observation following alleged rape or seduction,258,Other screening for suspected conditions (not mental disorders or infectious disease),14336
,V71.6,V716,Observ-inflicted inj NEC,Observation following other inflicted injury,244,Other injuries and conditions due to external causes,14337
,V71.7,V717,Obs-susp cardiovasc dis,Observation for suspected cardiovascular disease,117,Other circulatory disease,14338
,V71.81,V7181,Observe-abuse & neglect,Observation and evaluation for suspected abuse and neglect,258,Other screening for suspected conditions (not mental disorders or infectious disease),14339
,V71.82,V7182,Obs/eval sus exp anthrax,Observation and evaluation for suspected exposure to anthrax,10,Immunizations and screening for infectious disease,14340
,V71.83,V7183,Obs/eval exp biol NEC,Observation and evaluation for suspected exposure to other biological agent,10,Immunizations and screening for infectious disease,14341
,V71.89,V7189,Observ-suspect cond NEC,Observation and evaluation for other specified suspected conditions,258,Other screening for suspected conditions (not mental disorders or infectious disease),14342
,V71.9,V719,Observ-suspect cond NOS,Observation for unspecified suspected condition,256,Medical examination/evaluation,14343
,V72.0,V720,Eye & vision examination,Examination of eyes and vision,91,Other eye disorders,14344
,V72.11,V7211,Hearing exam-fail screen,Encounter for hearing examination following failed hearing screening,94,Other ear and sense organ disorders,14345
,V72.12,V7212,Hearing conservatn/trtmt,Encounter for hearing conservation and treatment,94,Other ear and sense organ disorders,14346
,V72.19,V7219,Exam ears & hearing NEC,Other examination of ears and hearing,94,Other ear and sense organ disorders,14347
,V72.2,V722,Dental examination,Dental examination,136,Disorders of teeth and jaw,14348
,V72.31,V7231,Routine gyn examination,Routine gynecological examination,256,Medical examination/evaluation,14349
,V72.32,V7232,Pap smear confirmation,Encounter for Papanicolaou cervical smear to confirm findings of recent normal smear following initial abnormal smear,256,Medical examination/evaluation,14350
,V72.40,V7240,Pregnancy test unconfirm,"Pregnancy examination or test, pregnancy unconfirmed",258,Other screening for suspected conditions (not mental disorders or infectious disease),14351
,V72.41,V7241,Pregnancy test negative,"Pregnancy examination or test, negative result",258,Other screening for suspected conditions (not mental disorders or infectious disease),14352
,V72.42,V7242,Pregnancy test-positive,"Pregnancy examination or test, positive result",196,Other pregnancy and delivery including normal,14353
,V72.5,V725,Radiological exam NEC,"Radiological examination, not elsewhere classified",256,Medical examination/evaluation,14354
,V72.60,V7260,Laboratory exam NOS,"Laboratory examination, unspecified",256,Medical examination/evaluation,14355
,V72.61,V7261,Antibody response exam,Antibody response examination,256,Medical examination/evaluation,14356
,V72.62,V7262,Routine physicl lab exam,Laboratory examination ordered as part of a routine general medical examination,256,Medical examination/evaluation,14357
,V72.63,V7263,Pre-procedure lab exam,Pre-procedural laboratory examination,256,Medical examination/evaluation,14358
,V72.69,V7269,Laboratory exam NEC,Other laboratory examination,256,Medical examination/evaluation,14359
,V72.7,V727,Skin/sensitization tests,Diagnostic skin and sensitization tests,253,Allergic reactions,14360
,V72.81,V7281,Preop cardiovsclr exam,Pre-operative cardiovascular examination,256,Medical examination/evaluation,14361
,V72.82,V7282,Preop respiratory exam,Pre-operative respiratory examination,256,Medical examination/evaluation,14362
,V72.83,V7283,Oth spcf preop exam,Other specified pre-operative examination,256,Medical examination/evaluation,14363
,V72.84,V7284,Preop exam unspcf,"Pre-operative examination, unspecified",256,Medical examination/evaluation,14364
,V72.85,V7285,Oth specified exam,Other specified examination,256,Medical examination/evaluation,14365
,V72.86,V7286,Blood typing encounter,Encounter for blood typing,256,Medical examination/evaluation,14366
,V72.9,V729,Examination NOS,Unspecified examination,256,Medical examination/evaluation,14367
,V73.0,V730,Screening-poliomyelitis,Screening examination for poliomyelitis,10,Immunizations and screening for infectious disease,14368
,V73.1,V731,Screening for smallpox,Screening examination for smallpox,10,Immunizations and screening for infectious disease,14369
,V73.2,V732,Screening for measles,Screening examination for measles,10,Immunizations and screening for infectious disease,14370
,V73.3,V733,Screening for rubella,Screening examination for rubella,10,Immunizations and screening for infectious disease,14371
,V73.4,V734,Screening-yellow fever,Screening examination for yellow fever,10,Immunizations and screening for infectious disease,14372
,V73.5,V735,Screening-arbovirus dis,Screening examination for other arthropod-borne viral diseases,10,Immunizations and screening for infectious disease,14373
,V73.6,V736,Screening for trachoma,Screening examination for trachoma,10,Immunizations and screening for infectious disease,14374
,V73.81,V7381,Special screen exam HPV,Special screening examination for Human papillomavirus (HPV),10,Immunizations and screening for infectious disease,14375
,V73.88,V7388,Scrn oth spcf chlmyd dis,Special screening examination for other specified chlamydial diseases,10,Immunizations and screening for infectious disease,14376
,V73.89,V7389,Scrn oth spcf viral dis,Special screening examination for other specified viral diseases,10,Immunizations and screening for infectious disease,14377
